Destination country (down),Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe,Other North,Other South,World
Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,934,0,0,0,0,2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6560,0,0,11367,6517,0,0,0,0,0,0,0,102441,0,0,0,0,0,10588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5649,1454,0,25363,0,0,0,0,0,0,867,0,0,0,0,0,14227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2285,0,0,0,0,0,0,0,0,4166,0,0,0,0,0,0,0,0,0,0,0,0,25451,0,0,0,0,0,0,0,0,0,0,0,0,4624,312,0,0,0,0,0,0,0,0,0,0,530,1597,280421
Bulgaria,483,1706,555,0,1,10,6,178,2252,6,297,781,2963,5,22,865,5,1064,1597,2,45,2,36,27,167,41,171,1,0,19,26,10,19,22,713,3,0,6,0,35,1471,49,0,22,19,10,10,137,405,0,1074,1627,224,3,1,41,22,241,8,0,3,112,80,0,2,172,1987,0,16,17,505,5763,20,11688,3,0,0,6,11,6,5,6,2,0,550,162,281,55,424,1306,351,0,652,3582,6,213,289,1689,25,5,39,58,0,150,160,1,239,1008,0,6,309,3,206,73,0,3777,2,0,3,2,1,82,1,3,1,65,0,3162,12,104,41,127,50,0,6,10,1163,0,63,47,1,141,0,265,3,128,0,10,3,2,36,73,2286,418,0,27,8524,30950,2,8,6,0,54,16,4190,0,2,17,0,473,117,0,21,260,21,6440,12,0,0,0,0,56,1,3,345,437,2055,205,19,26,0,0,2,0,142,9867,425,3,16,8,9639,141,8025,3204,22,1134,22,49,943,0,8,74,16,42,1418,648,153974
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13163,5201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13061,33556,725649
Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28951,0,0,0,0,0,0,0,0,0,0,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3351,24396,299569
Cabo Verde,0,0,0,0,0,379,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,7,0,87,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,8,5,0,68,43,0,0,0,0,0,423,5139,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,37,0,0,0,0,686,0,0,0,0,0,0,0,0,3,0,0,1187,0,0,0,715,0,0,0,1754,0,1514,0,0,15,0,16,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,22,0,53,359,0,0,0,0,0,72,0,0,0,0,209,1352,15379
Cambodia,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,119,0,0,98,108,0,0,0,0,0,16,0,128,0,0,0,0,44,57,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,46,30,0,0,0,0,0,0,0,0,42,0,0,0,0,0,156,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,31791,0,0,0,0,0,0,0,0,0,0,0,0,94,201,0,0,0,0,37601,0,0,0,0,0,922,2126,76333
Cameroon,0,0,0,0,0,2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3808,0,0,0,0,0,0,0,0,0,71,0,5,0,916,0,285641,158431,0,0,0,0,0,6393,6569,0,3483,0,0,0,0,0,0,0,0,0,0,0,0,3817,0,0,0,0,0,0,14895,0,16052,0,0,318,4965,337,0,0,0,0,4974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4624,0,0,0,0,0,0,0,0,0,0,13111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,17305,115519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,0,0,0,0,6652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,916,3181,0,0,0,0,0,0,0,0,0,0,5833,27331,710362
Canada,47605,15823,59389,130,40,3722,2789,22667,4063,683,24721,24056,3405,1772,2319,52698,17974,12131,23794,2443,3730,2650,2569,5353,41722,444,26647,5106,20410,1173,7237,245,27618,9422,0,278,272,1059,0,31097,711555,70405,202,21445,1923,9520,6476,93048,15509,420,4845,25393,20093,1545,3540,9823,15852,58058,50756,63,9009,6165,28526,0,28241,14658,105159,133,964,568,1923,200414,24718,83910,52,12004,40,18386,4412,98,102252,93131,6748,249112,53206,786,602146,15718,140318,57576,32595,0,26561,340444,146539,34250,10929,10882,28502,0,395,135744,0,14951,2022,16631,8129,94299,115,2470,5469,69,7514,734,6962,11173,3876,709,26127,34,1667,9438,0,563,15300,81033,56,14178,173,1202,1772,65436,1307,9394,790,9702,128873,130,12046,10525,725,32118,0,6204,1609,159131,23,3325,476,8743,31060,528257,195712,172749,467,1918,96031,84905,5720,127,18,11,15842,5795,45379,1052,3359,12789,108,17287,10815,34,25875,47152,8138,12284,153625,2755,4987,0,13365,15992,1005,325,8282,23822,25677,1232,22900,15532,11,2778,103,78137,12771,29386,493,74,0,13661,76098,16689,624411,316649,8140,5574,0,18608,191988,51,8597,1976,3742,10532,6918,4829,8078763
Cayman Islands,0,0,0,0,0,0,0,18,0,0,242,66,0,240,0,0,236,0,18,453,0,45,0,0,0,0,93,0,0,0,0,0,0,0,1863,0,0,0,21,0,0,539,0,0,0,169,0,0,972,18,0,0,26,0,0,87,0,0,0,0,0,0,0,0,0,15,51,0,0,0,0,177,0,0,0,23,0,0,0,0,432,26,2352,0,0,0,748,0,15,0,299,0,18,120,13236,29,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,51,0,74,510,39,15,0,0,0,144,0,177,0,0,21,2419,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,39,0,0,15,0,42,0,0,0,0,106,0,0,21,71,0,0,0,404,0,0,0,0,0,0,0,0,2753,3691,0,0,0,48,0,0,0,0,15,26,71,48,33689
Central African Republic,0,0,0,0,0,101,0,0,0,0,10,22,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,161,52,0,0,11463,202,0,0,66690,0,0,127,0,0,34601,2388,0,233,0,0,0,7,0,2,0,0,0,0,74,0,238,0,0,0,0,0,0,10425,0,308,0,0,124,0,0,0,0,0,0,91,56,0,0,0,0,0,0,0,0,0,0,10,0,0,354,0,0,0,0,0,0,75,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0,792,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,692,2453,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,147,0,0,0,79,132,2707,0,0,0,0,0,0,46,0,0,56,2386,0,0,0,0,0,0,21264,0,0,13,157,0,0,0,0,0,286,0,0,0,7,0,0,0,0,0,0,61,596,0,0,0,0,0,0,0,94,0,0,6398,19207,186822
Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34988,0,0,89598,0,0,0,0,0,0,462,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2950,13199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206427,0,0,0,0,0,0,344286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381,11264,707930
Channel Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73030,0,0,0,0,0,0,0,0,0,0,0,2267,897,96173
Chile,19,31,55,0,11,69,15,73285,13,5,1236,663,5,2,5,8,5,8,1048,3,2,6,5,39084,14,6,18986,0,115,2,2,2,5,8,2293,2,5,22,0,0,9823,24427,2,16,15,577,11,474,3783,5,15,182,289,0,36,344,24427,100,289,3,3,55,6,3,11,167,3931,8,6,3,3,12665,9,241,6,6,5,279,5,5,19,57,296,65,410,14,686,108,101,29,161,0,672,4688,27,1012,106,10,24,0,8,1329,0,11,5,2,43,253,13,6,28,5,23,19,11,505,11,3,31,2,111,19,0,2,5,2155,2,11,11,2,0,108,58,2,8,11,813,5,178,296,13,25,9,424,6,199,5,639,5,1519,185731,249,552,312,230,33,447,734,6,0,3,14,23,8,0,0,2,73,0,65,51,0,14,21290,3,12100,10,15,75,0,6,5,5,5,1559,1283,379,3,11,45,0,24,342,13,20,319,5,5,0,5,199,6,18901,10900,2837,5,2,5120,13,2,874,0,6,13,36,463,502165
China,685,0,554,0,0,248,0,1933,0,0,13286,1054,530,0,0,6282,0,787,1578,0,157,0,539,175,0,0,115347,0,246,0,258,0,464,592,19990,0,0,123,0,411,0,823,0,154,870,200,107,136,359,0,0,359,1759,0,0,0,290,1294,0,170,0,0,450,0,136,1349,15087,0,150,0,0,14446,1165,370,0,0,0,0,357,284,0,0,0,276187,380,112,15051,58639,1141,1334,969,0,757,5958,137,66159,864,4680,661,0,4651,222276,0,0,988,1373,100,399,0,116,427,0,100,0,24934,0,238,0,10954,0,556,0,0,204,660,1261,0,137,0,4546,0,238,112,39776,134,2401,3378,0,3656,0,349,1331,0,850,0,7746,0,905,100,0,21641,121320,794,375,0,0,460,9714,176,0,0,0,950,154,149,0,134,12191,0,203,0,0,385,1925,0,3425,6361,0,0,0,0,1228,105,0,2566,1348,751,550,498,23357,0,191,0,0,161,1750,487,0,0,321,1437,0,12623,71493,0,799,0,2127,36205,0,219,2089,310,241,28711,140535,1483938
Colombia,122,52,26,1,49,56,41,3419,16,328,234,222,19,9,7,2,11,13,464,7,0,8,3,874,6,6,2496,6,90,2,1,8,8,10,1051,17,7,6,0,2162,2176,0,1,13,13,1128,3,60,1945,97,5,41,97,1,52,410,15212,149,409,3,8,22,10,0,1,50,2203,2,0,1,5,2523,9,124,2,5,1,490,5,6,20,122,376,36,149,11,153,88,125,23,139,0,500,3001,63,771,190,5,16,0,213,292,0,26,1,9,20,1253,1,15,3,2,48,23,19,3,5,8,11,2,2,7,2,1,2,3050,3,3,3,6,0,74,9,5,0,0,376,19,54,611,0,49,0,87,6,43,5,2208,1,231,5391,102,272,121,590,0,236,719,5,6,8,3,74,13,0,0,1,8,23,10,30,8,0,56,0,7086,8,13,9,0,0,0,6,1,194,725,145,1,8,8,1,6,0,39,11,50,2,0,0,15,241,42,1322,20140,464,13,221,49829,10,5,6,4,0,9,589,330,142969
Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447,754,12555
"Congo, Dem. Rep.",0,0,0,0,0,197499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41654,0,0,0,0,0,275050,0,0,0,0,0,0,0,6979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9329,0,0,0,0,0,0,5994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48067,96132,985983
"Congo, Rep.",0,0,0,0,0,41856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15421,0,0,0,0,0,0,0,0,0,0,0,0,11469,0,0,33186,10723,0,0,937,0,0,266319,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,1605,0,0,0,0,0,0,10474,0,3210,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0,0,0,0,0,0,0,0,0,0,0,0,34426,0,0,3196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462,0,0,0,2614,25495,0,0,0,0,13463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2473,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,4582,6892,492286
Costa Rica,9,7,12,0,4,4,5,2330,7,32,113,308,3,19,1,16,14,25,406,199,3,11,4,432,1,3,1064,0,71,0,4,4,10,28,2843,8,5,2,111,1749,9422,24573,8,10,8,0,3,24,8725,3,6,76,147,0,17,2433,1587,28,13984,1,5,5,21,0,1,63,1470,0,2,0,14,2745,11,33,8,8,5,3120,2,0,33,293,3947,3305,74,24,448,29,142,15,89,0,379,2596,218,455,53,8,45,0,69,932,0,2,4,4,15,121,0,16,12,4,9,15,1,26,3,3,31,2,1,0,0,0,2,4070,1,5,1,15,0,21,12,12,4,119,1026,0,49,294018,1,57,0,160,3,26,0,11493,0,128,4554,318,303,91,358,3,118,602,16,0,1,0,13,5,23,2,9,12,0,22,8,0,15,57,0,3068,44,2,3,0,3,11,20,2,257,1073,73,5,15,55,1,2,2,78,4,31,1,0,0,30,155,1,945,19427,374,12,4,4984,12,7,22,2,10,3,602,13465,454416
Cote d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60797,0,0,0,0,0,0,0,0,1307265,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,48070,0,0,0,0,0,106803,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92688,4121,0,0,0,0,0,0,0,0,0,400332,0,0,8993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55979,43761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21359,0,0,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43497,46262,2298009
Croatia,0,168,54,0,0,0,0,227,0,0,1552,5011,0,0,0,0,0,91,365,0,0,0,0,31,394146,0,195,0,296,0,0,0,0,0,977,0,0,0,0,195,434,43,0,0,0,0,0,0,0,0,0,923,99,0,0,0,0,240,0,0,0,19,0,0,0,37,1713,0,0,0,0,32879,0,143,0,0,0,0,0,0,0,0,0,0,2657,0,65,26,46,79,51,0,53,3294,0,54,66,65,0,0,0,26,0,0,0,0,26,63,0,0,146,0,25,30,0,20677,0,0,0,0,0,0,0,0,0,37,0,110,0,0,39357,28,0,0,0,0,787,0,130,0,0,28,0,110,0,0,0,0,0,0,85,73,1045,48,0,0,485,1276,0,0,0,0,0,0,49828,0,0,0,0,626,47768,0,0,197,0,183,0,0,0,0,0,64,0,0,611,2929,175,0,0,0,0,0,0,0,0,83,0,0,0,0,737,0,652,1893,0,0,0,53,0,0,41,0,44,0,14451,4852,636073
Cuba,0,114,49,4,7,102,3,173,3,0,6,17,26,2,0,3,20,35,14,4,6,2,0,60,4,0,41,0,139,0,0,0,2,3,63,13,3,0,0,183,307,165,0,7,23,41,0,2,0,3,0,189,3,0,10,125,63,7,28,6,2,0,21,0,0,4,154,0,0,0,5,352,3,20,91,84,2,71,13,6,10,966,35,3,72,0,32,15,2,5,0,0,3,230,306,31,10,23,4,0,3,9,0,0,7,4,9,58,0,0,5,0,7,0,0,0,2,0,0,0,0,0,0,0,0,416,0,0,0,7,0,10,0,0,3,0,22,0,0,279,0,5,0,2,6,0,0,86,2,7,89,7,99,16,128,0,71,2101,0,4,0,0,6,0,0,0,0,2,0,19,0,4,0,0,1,5008,5,0,0,0,4,1,0,0,13,27,39,0,2,0,0,0,0,3,0,17,0,0,0,2,639,2,52,554,28,10,0,201,0,2,10,29,0,0,437,941,16177
Curacao,0,0,0,0,0,0,55,21,0,1743,0,0,0,82,0,0,194,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,499,4897,0,0,0,0,0,0,237,0,0,0,0,0,109,5834,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,126,0,0,0,2,0,0,0,0,467,2009,0,113,0,0,650,185,0,0,0,0,0,23,1327,132,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9702,0,1,0,0,0,0,1,0,0,0,0,0,0,107,0,0,938,15,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,20,0,184,1,0,297,0,1910,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,24,336,0,0,0,1824,0,28,0,0,0,0,2592,499,38254
Cyprus,11,327,42,0,0,0,0,98,1383,0,3508,417,42,0,126,766,0,399,308,0,11,0,0,13,81,11,70,5,7247,0,5,0,0,67,1771,0,17,0,0,56,1884,148,0,805,0,5,0,98,42,0,0,794,199,5,0,13,11,6105,13,0,5,34,95,0,5,582,1079,0,0,0,17994,3058,98,27912,0,0,0,0,0,0,0,5,5,0,406,39,3236,204,1417,370,914,0,450,567,17,98,520,280,98,0,39,11,0,274,28,5,194,3242,0,0,269,0,109,13,0,23,11,11,52,0,0,39,0,0,13,75,0,1107,0,0,0,75,13,52,5,67,567,0,109,13,11,360,0,235,75,612,0,23,0,11,39,8484,833,75,5,13,6367,15309,0,0,0,0,274,11,2982,11,5,39,0,160,17,0,13,5847,335,184,11627,0,0,0,0,555,5,0,1074,445,3835,11,171,308,0,0,0,17,42,720,13,0,0,23,3857,179,42854,3743,5,86,0,75,75,0,427,17,160,360,1330,440,207591
Czech Republic,1107,647,1380,0,32,418,11,208,4694,0,1074,4800,1500,0,32,252,2,9400,1013,6,95,6,3,139,4685,155,742,0,9200,32,11,21,46,176,1809,0,6,17,0,202,5219,372,4,263,107,78,143,5213,664,0,174,0,586,11,2,63,166,1172,29,6,6,197,229,0,4,490,4906,0,2,21,1908,16700,279,1876,0,11,0,44,158,36,13,4,29,50,4800,65,2521,349,775,929,1156,0,1712,5605,11,3271,462,6700,105,8,32,2862,0,93,1275,44,416,639,2,27,387,11,945,27,0,4181,63,40,832,4,63,36,2,8,55,664,0,10740,4,5716,248,464,6,237,50,305,5257,0,275,27,6,1214,0,303,0,1055,2,57,4,65,376,664,26000,349,0,59,12800,35700,11,4,2,4,143,120,4309,4,38,59,0,289600,584,2,65,548,82,1368,214,11,4,0,2,69,7,4,1206,1095,1214,319,40,1454,4,29,6,11,1309,3000,164,0,6,42,138000,35,9200,7000,34,3925,2,168,58039,0,288,450,86,39,0,38,752773
Denmark,12794,398,920,0,2,155,1,1341,697,6,2114,1484,340,10,55,1304,28,645,1143,5,58,0,813,164,17176,19,3049,8,7944,43,507,31,238,755,2202,0,22,14,0,1373,10611,1198,15,1696,564,130,457,1391,491,0,169,1346,0,22,12,152,349,1749,63,11,3435,1432,1218,14137,18,3446,5739,0,10,652,233,29110,2035,2420,18855,10,0,125,141,147,98,32,113,0,4723,7466,8529,1020,15550,21249,1578,0,1247,7341,144,1562,1165,241,1167,3,443,796,0,1218,64,71,4668,12555,19,133,193,4,10564,117,0,3000,35,29,565,5,32,89,0,30,121,1088,0,560,5,59,226,5555,175,1823,45,3044,6309,0,617,144,9,1336,0,15556,4,13779,0,61,5,60,895,10532,37090,2251,0,24,21894,5988,361,15,2,1,159,162,1164,19,322,440,0,2312,385,3,11790,983,380,5392,6926,2,12,0,3,764,24,18,13614,1507,24143,33,738,10910,0,143,16,139,900,32488,21,0,0,1411,8060,104,13429,8492,223,290,1,581,9287,0,0,165,409,270,0,0,557573
Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,1847,5544,123537
